fromBundle,cardinality,toBundle
sonstiger-geschaeftspartner.biz.qs,8,arbeitgeberbestandsfuehrung.biz.qs.api
insolvenzmanagement.biz.qs,8,arbeitgeberbestandsfuehrung.biz.qs.api
testdaten-versicherter.biz.qs,15,arbeitgeberbestandsfuehrung.biz.qs.api
arbeitgeberbestandsfuehrung.ui.qs,3,arbeitgeberbestandsfuehrung.biz.qs.api
widerspruch.biz.qs,4,arbeitgeberbestandsfuehrung.biz.qs.api
arbeitgeberleistung.biz.qs,12,arbeitgeberbestandsfuehrung.biz.qs.api
geschaeftspartner.biz.qs,718,arbeitgeberbestandsfuehrung.biz.qs.api
sozialausgleich-meldungen.biz.qs,16,arbeitgeberbestandsfuehrung.biz.qs.api
einstufungsverlauf.biz.qs,84,arbeitgeberbestandsfuehrung.biz.qs.api
fv-meldungen.biz.qs,12,arbeitgeberbestandsfuehrung.biz.qs.api
sozv-meldungen.biz.qs,36,arbeitgeberbestandsfuehrung.biz.qs.api
ik-inhaber-verzeichnis.biz.qs,20,arbeitgeberbestandsfuehrung.biz.qs.api
arbeitgeberbeitrag.biz.qs,128,arbeitgeberbestandsfuehrung.biz.qs.api
leistungen-basis.ui,5,mdkverzeichnis-components.ui
leistungsmanagement.ui,3,mdkverzeichnis-components.ui
krankenhausaufenthalt.ui,2,mdkverzeichnis-components.ui
haeusliche-krankenpflege.ui,6,mdkverzeichnis-components.ui
kieferorthopaedie.ui,4,mdkverzeichnis-components.ui
psychotherapie.ui,12,mdkverzeichnis-components.ui
arbeitsunfaehigkeit.ui,8,mdkverzeichnis-components.ui
mitteilungsmanagement.ui,10,mdkverzeichnis-components.ui
kur.ui,4,mdkverzeichnis-components.ui
pflegeversicherung.ui,3,mdkverzeichnis-components.ui
hilfsmittelversorgung.ui,7,mdkverzeichnis-components.ui
mdkverzeichnis.ui,15,mdkverzeichnis-components.ui
datenaustausch-finanzverwaltung.biz.qs,27,assertj-core
meinetk.ui.qs,9,assertj-core
vorgang-intern.biz.qs,12,assertj-core
beitrag.biz.qs,2,assertj-core
haftpflichtversicherer.biz.qs,90,assertj-core
korrespondenz.ui.qs,75,assertj-core
krankenhausaufenthalt.ext.outbound.qs,26,assertj-core
zusatzvertrag-extern.biz.qs,209,assertj-core
arbeitgeberbestandsfuehrung-uebergreifend.biz.qs,23,assertj-core
einstufungsverlauf.ui.qs,144,assertj-core
tk.sys.eai.adapter.kafka.qs,17,assertj-core
gericht.biz.qs,77,assertj-core
dokumentenaufnahme.ui.qs,151,assertj-core
behandlerverzeichnis-components.ui.qs,16,assertj-core
da-basis.biz.qs,427,assertj-core
diga.proc.qs,7,assertj-core
neuaufnahmemanager.ui.qs,1,assertj-core
versorgungsabrechnung.biz.qs,6,assertj-core
microservice-pilot.biz.qs,8,assertj-core
psychotherapie.biz.qs,542,assertj-core
inbound-versicherter.ext.inbound.qs,36,assertj-core
arzneimittelverzeichnis.biz.qs,64,assertj-core
da-beitragsdifferenzierung-pv.biz.qs,2589,assertj-core
kim-log.biz.qs,12,assertj-core
diga.ext.outbound.qs,9,assertj-core
sozialhilfetraeger-abrechnung.biz.qs,5,assertj-core
tk.sys.process.bpm.qs,633,assertj-core
eel.ui.qs,35,assertj-core
tk.db.tuple.qs,64,assertj-core
studienverlauf.biz.qs,104,assertj-core
tk.sys.boi.persistence.qs,32,assertj-core
leistungen-basis.ui.qs,5,assertj-core
dokumentenaufnahme.biz.qs,815,assertj-core
entsendung.biz.qs,108,assertj-core
tk.sys.process.bpm.influx.engine.qs,1363,assertj-core
krankenhausaufenthalt.ui.qs,23,assertj-core
leistungen-basis.biz.qs,199,assertj-core
zahnersatz.ui.qs,48,assertj-core
kinderkrankengeld.proc.qs,310,assertj-core
apothekenabrechnung.biz.qs,584,assertj-core
hilfsmittelverzeichnis.biz.qs,20,assertj-core
datenaustausch-eel-uebergreifend.biz.qs,345,assertj-core
vollstreckung.biz.qs,10,assertj-core
vertrieb.biz.qs,8,assertj-core
mutterschaftsgeld.ui.qs,20,assertj-core
kvnr-meldungen.ui.qs,19,assertj-core
prozess-beispiel.ui.qs,2,assertj-core
akquise.biz.qs,40,assertj-core
generische-kostenerstattung.biz.qs,10,assertj-core
leistungsuebersicht.ui.qs,437,assertj-core
gesundheitskarte.biz.qs,2486,assertj-core
tk-patientenquittung.ui.qs,130,assertj-core
behandlerverzeichnis.biz.qs,1025,assertj-core
arbeitgeberbeitrag.biz.qs.api,5,assertj-core
kostenerstattung.biz.qs,32,assertj-core
abr-sonst-leistungserbringer.biz.qs,2114,assertj-core
datenaustausch-eessi.leistung.api.qs,20,assertj-core
ik-inhaber-verzeichnis.ui.qs,34,assertj-core
tk.sys.viewagent.qs,12,assertj-core
da-aerzte-kollektiv.biz.qs,273,assertj-core
arbeitgeberbestandsfuehrung.biz.qs,2207,assertj-core
arbeitsunfaehigkeit.ui.qs,317,assertj-core
apotheke.ui.qs,3,assertj-core
dhd.biz.qs,4,assertj-core
meinetk.web.qs,731,assertj-core
abr-sonst-leistungserbringer.proc.qs,40,assertj-core
datenaustausch-eessi-basis.biz.qs,224,assertj-core
type.qs,1,assertj-core
diga.biz.qs,945,assertj-core
korrespondenz.biz.qs,344,assertj-core
da-za-leistungsantraege.biz.qs,87,assertj-core
dokumentenklasse.biz.qs,22,assertj-core
tkx.showcase.qs,66,assertj-core
tk.sys.core.qs,258,assertj-core
korrespondenz-basis.biz.qs,202,assertj-core
tk-vorsorge-planer.biz.qs,144,assertj-core
selvteilnahme.biz.qs,333,assertj-core
korrespondenzpartner.biz.qs,262,assertj-core
tk.sys.tkx.qs,1496,assertj-core
versorgungsbezug-meldungen.biz.qs,748,assertj-core
krankenkassenverzeichnis.biz.qs,256,assertj-core
leistungsmanagement.ui.qs,13,assertj-core
sozv-meldungen.ui.qs,38,assertj-core
datenaustausch-eessi.biz.qs,6584,assertj-core
kur.ui.qs,18,assertj-core
krankenhausverzeichnis.biz.qs,112,assertj-core
vorgang.ui.qs,194,assertj-core
vps.biz.qs,2,assertj-core
tim.ext.inbound.qs,107,assertj-core
diseasemanagement.ui.qs,52,assertj-core
adress-service.biz.qs,287,assertj-core
hilfsmittelversorgung.ui.qs,672,assertj-core
fahrkosten.ui.qs,153,assertj-core
sozialhilfetraeger.biz.qs,5,assertj-core
pzr.biz.qs,12,assertj-core
everordnungmanager.biz.qs,276,assertj-core
leistungen-datenaustausch.biz.qs,84,assertj-core
sonstiger-geschaeftspartner.biz.qs,204,assertj-core
dokumentenarchiv.ext.outbound.qs,105,assertj-core
tk.sys.gui.gbo.qs,42,assertj-core
pflegeperson.proc.qs,4,assertj-core
leistungsuebersicht.biz.qs,41,assertj-core
tk.sys.eai.adapter.rest.qs,174,assertj-core
insolvenzmanagement.biz.qs,16,assertj-core
implantattraeger.biz.qs,64,assertj-core
krebsregister-abrechnung.biz.qs,135,assertj-core
tracking-prozesse.biz.qs,14,assertj-core
zuzahlung.ui.qs,207,assertj-core
zuzahlung.biz.qs,37,assertj-core
schulung.qs,32,assertj-core
gutachterverzeichnis.ui.qs,498,assertj-core
icd.biz.qs,6,assertj-core
zuzahlung-basis.biz.qs,14,assertj-core
testdaten-versicherter.biz.qs,376,assertj-core
selvabrechnung.ui.qs,6,assertj-core
everordnungmanager.ui.qs,94,assertj-core
kur.biz.qs,253,assertj-core
arbeitgeberbestandsfuehrung.ui.qs,62,assertj-core
mitteilungsmanagement.biz.qs,46,assertj-core
neuaufnahmemanager.biz.qs,417,assertj-core
widerspruch.biz.qs,2482,assertj-core
erv.biz.qs,208,assertj-core
sozialversicherungsabkommen.biz.qs,143,assertj-core
datenaustausch-eel.ext.outbound.qs,7,assertj-core
arbeitgeberleistung.biz.qs,2,assertj-core
seminarverwaltung.ui.qs,129,assertj-core
arbeitgeberbestandsfuehrung.biz.qs.api,31,assertj-core
sonstige-leistung.biz.qs,287,assertj-core
uicomponents.ui.qs,182,assertj-core
datenaustausch-eel.ui.qs,96,assertj-core
leistungsmanagement.biz.qs,26,assertj-core
einstufungsverlauf-basis.biz.qs,4,assertj-core
leistung-services.biz.qs,6,assertj-core
da-abfrage-mitgliedschaft.biz.qs,156,assertj-core
tk.sys.util.qs,10,assertj-core
sozialhilfetraeger.ui.qs,107,assertj-core
heilmittelverzeichnis.ui.qs,8,assertj-core
rechnungswesen.biz.qs,391,assertj-core
mdkverzeichnis.biz.qs,33,assertj-core
prozess.ui.qs,342,assertj-core
versorgungsangebot.biz.qs,457,assertj-core
krankenhausaufenthalt.biz.qs,1241,assertj-core
dokumentenarchiv.biz.qs,169,assertj-core
zusatzvertrag-batch.biz.qs,213,assertj-core
krebsregister.ui.qs,261,assertj-core
versorgungsamtsbescheid.biz.qs,65,assertj-core
haertefall.ui.qs,572,assertj-core
vertrieb.ui.qs,120,assertj-core
versorgungsangebot.ui.qs,482,assertj-core
haushaltshilfe.biz.qs,322,assertj-core
neuaufnahmemanager.ext.inbound.qs,12,assertj-core
hochschul-meldungen.biz.qs,581,assertj-core
da-aerzte-kollektiv.ui.qs,76,assertj-core
tk.sys.eai.adapter.exchange.qs,74,assertj-core
prozessereignismanager.biz.qs,922,assertj-core
da-beitragsdifferenzierung-pv.ui.qs,588,assertj-core
uvtraeger.biz.qs,26,assertj-core
diga.ui.qs,74,assertj-core
prozess.biz.qs,1445,assertj-core
meldungen-basis.biz.qs,349,assertj-core
haertefall.proc.qs,410,assertj-core
geschaeftspartner.biz.qs,2795,assertj-core
da-aerzte-asv.biz.qs,79,assertj-core
zahnersatz.biz.qs,628,assertj-core
gutachterverzeichnis.biz.qs,65,assertj-core
leistung-uebergreifend.biz.qs,76,assertj-core
tk.sys.gui.framework.qs,30,assertj-core
chroniker.biz.qs,91,assertj-core
diseasemanagement.biz.qs,2622,assertj-core
tk-vorsorge-planer.ui.qs,42,assertj-core
korrespondenz.ext.outbound.qs,303,assertj-core
studienverlauf.ui.qs,131,assertj-core
sozialausgleich-meldungen.biz.qs,69,assertj-core
tk.sys.gui.component.imageviewer.qs,58,assertj-core
haushaltshilfe.ui.qs,9,assertj-core
dokumentenarchiv.ui.qs,100,assertj-core
meinetk.biz.qs,685,assertj-core
haeusliche-krankenpflege.ui.qs,682,assertj-core
da-za-leistungsantraege.ui.qs,2,assertj-core
krankenhausverzeichnis.ui.qs,25,assertj-core
einstufungsverlauf.proc.qs,125,assertj-core
mitgliederbeitrag.biz.qs,523,assertj-core
rente.biz.qs,350,assertj-core
gesundheitskarte.ui.qs,5155,assertj-core
hilfsmittelversorgung.biz.qs,2888,assertj-core
versorgungsbezug-meldungen.ui.qs,679,assertj-core
fahrkosten.biz.qs,914,assertj-core
da-zahnaerzte.biz.qs,10,assertj-core
eel.biz.qs,1570,assertj-core
versicherter.type.qs,458,assertj-core
neuaufnahmemanager.type.qs,10,assertj-core
schnellerfassung.ui.qs,2,assertj-core
distance-matrix.ext.outbound.qs,2,assertj-core
tracking.biz.qs,2,assertj-core
da-uv-traeger.biz.qs,103,assertj-core
kvnr-meldungen.biz.qs,308,assertj-core
fahrkosten.proc.qs,176,assertj-core
tim.ext.outbound.qs,5,assertj-core
eessi-institution.ui.qs,11,assertj-core
tim.biz.qs,4,assertj-core
selvteilnahme.ui.qs,26,assertj-core
mitteilungsmanagement-basis.biz.qs,18,assertj-core
da-aerzte-hybrid-drg.biz.qs,88,assertj-core
einstufungsverlauf.biz.qs,3841,assertj-core
tk.sys.eai.qs,53,assertj-core
prozessereignismanager.proc.qs,213,assertj-core
prozessereignismanager.ui.qs,8,assertj-core
arbeitsunfaehigkeit.biz.qs,2517,assertj-core
kieferorthopaedie.biz.qs,62,assertj-core
everordnungmanager.ext.inbound.qs,20,assertj-core
au-steuerung.biz.qs,63,assertj-core
vorgang.biz.qs.api,76,assertj-core
zahnersatz.proc.qs,59,assertj-core
krankenkassenverzeichnis.ui.qs,231,assertj-core
kinderkrankengeld.ui.qs,27,assertj-core
tk.sys.test,3,assertj-core
zusatzvertrag.biz.qs,1563,assertj-core
tkkonto.biz.qs,2,assertj-core
unfall.ui.qs,4585,assertj-core
mutterschaftsgeld.biz.qs,119,assertj-core
bonusprogramm.biz.qs,756,assertj-core
unfall.biz.qs,2319,assertj-core
kinderkrankengeld.biz.qs,722,assertj-core
fv-meldungen.biz.qs,10,assertj-core
leistungsrueckforderung.biz.qs,383,assertj-core
duebak-meldungen.ui.qs,1,assertj-core
sozialausgleich-meldungen.ui.qs,6,assertj-core
sozv-meldungen.biz.qs,106,assertj-core
rsa-clearing.biz.qs,12,assertj-core
meldungen-basis.biz.qs.api,35,assertj-core
duebak-meldungen.biz.qs,633,assertj-core
tk.sys.gui.uiserver.qs,138,assertj-core
datenaustausch-eel.biz.qs,2679,assertj-core
da-aerzte-asv.ui.qs,16,assertj-core
versichertenbestandsfuehrung.biz.qs,1653,assertj-core
tk.sys.boi.qs,76,assertj-core
kassenwechselmeldungen.biz.qs,537,assertj-core
tk.batch.framework.qs,4,assertj-core
datenaustausch-geldleistungen-basis.biz.qs,162,assertj-core
einstufungsverlauf.ext.outbound.qs,69,assertj-core
prozess.biz.qs.api,9,assertj-core
versichertenbestandsfuehrung.ui.qs,8,assertj-core
pflegeunterstuetzungsgeld.biz.qs,30,assertj-core
xmlunit-assertj3,143,assertj-core
einstufungsverlauf.web.qs,22,assertj-core
zusatzvertrag.ui.qs,66,assertj-core
unfall-basis.biz.qs,21,assertj-core
pzr.proc.qs,2,assertj-core
personalisierte-secpruefung.biz.qs,33,assertj-core
ik-inhaber-verzeichnis.biz.qs,513,assertj-core
tk-patientenquittung.biz.qs,19,assertj-core
kv-verzeichnis-rollen.biz.qs,7,assertj-core
implantattraeger.ext.outbound.qs,4,assertj-core
datenaustausch-eessi.ext.outbound.qs,1,assertj-core
everordnungmanager.ext.outbound.qs,7,assertj-core
meldungen-basis.ui.qs,291,assertj-core
eessi-institution.biz.qs,69,assertj-core
betriebsnummernverzeichnis.biz.qs,123,assertj-core
tk.sys.injection.qs,33,assertj-core
prozessdatencontainer.biz.qs,6,assertj-core
crm.biz.qs,1,assertj-core
hzv.biz.qs,31,assertj-core
geocodingservice.biz.qs,13,assertj-core
arbeitgeberbeitrag.biz.qs,1163,assertj-core
vorgang.biz.qs,2752,assertj-core
studienverlauf.type.qs,6,assertj-core
haeusliche-krankenpflege.biz.qs,2606,assertj-core
gesundheitsprojekte.biz.qs,113,assertj-core
prozess-beispiel.proc.qs,42,assertj-core
haertefall.biz.qs,798,assertj-core
adress-service.ui.qs,20,assertj-core
asv-verzeichnis.biz.qs,34,assertj-core
tk.sys.communication.host.qs,2,assertj-core
datenaustausch-eessi.ui.qs,642,assertj-core
leistungsaushilfe-ausland.biz.qs,71,assertj-core
hilfsmittelversorgung.ext.outbound.qs,10,assertj-core
behandlerverzeichnis.ui.qs,6,assertj-core
fusionsarchiv-stammdaten.ui,8,fusionsarchiv-beitrag.biz
fusionsarchiv-beitrag.ui,658,fusionsarchiv-beitrag.biz
fusionsarchiv-stammdaten.biz,16,fusionsarchiv-beitrag.biz
fusionsarchiv-allgemein.ui,2,fusionsarchiv-beitrag.biz
behandlerverzeichnis-components.ui.qs,40,behandlerverzeichnis-components.ui
da-zahnaerzte.ui,8,behandlerverzeichnis-components.ui
meinetk.ui,4,behandlerverzeichnis-components.ui
kostenerstattung.ui,101,behandlerverzeichnis-components.ui
diga.ui,7,behandlerverzeichnis-components.ui
datenaustausch-eel.ui,8,behandlerverzeichnis-components.ui
leistungsmanagement.ui,6,behandlerverzeichnis-components.ui
krankenhausaufenthalt.ui,56,behandlerverzeichnis-components.ui
tk-patientenquittung.ui,16,behandlerverzeichnis-components.ui
crm.ui,3,behandlerverzeichnis-components.ui
versorgungsabrechnung.ui.impl,32,behandlerverzeichnis-components.ui
haeusliche-krankenpflege.ui,51,behandlerverzeichnis-components.ui
haushaltshilfe.ui,7,behandlerverzeichnis-components.ui
leistungsaushilfe-ausland.ui,2,behandlerverzeichnis-components.ui
gutachterverzeichnis.ui,4,behandlerverzeichnis-components.ui
da-aerzte-asv.ui,17,behandlerverzeichnis-components.ui
versorgungsangebot-components.ui,3,behandlerverzeichnis-components.ui
apotheke.ui,15,behandlerverzeichnis-components.ui
kieferorthopaedie.ui,10,behandlerverzeichnis-components.ui
psychotherapie.ui,24,behandlerverzeichnis-components.ui
arbeitsunfaehigkeit.ui,19,behandlerverzeichnis-components.ui
sonstige-leistung.ui,18,behandlerverzeichnis-components.ui
leistungen-components.ui,19,behandlerverzeichnis-components.ui
pflegeversicherung.ui,11,behandlerverzeichnis-components.ui
hilfsmittelversorgung.ui,17,behandlerverzeichnis-components.ui
behandlerverzeichnis.ui,19,behandlerverzeichnis-components.ui
diseasemanagement.ui,6,behandlerverzeichnis-components.ui
versorgungsangebot.ui,21,behandlerverzeichnis-components.ui
zahnersatz.ui,6,behandlerverzeichnis-components.ui
kunde-vor-ort.biz,35,kunde-vor-ort.biz.api
kunde-vor-ort.biz.qs,180,kunde-vor-ort.biz.api
tk-termin.web,8,kunde-vor-ort.biz.api
tk-termin.biz.impl,5,kunde-vor-ort.biz.api
leistungsuebersicht-impl.biz,24,pflegeunterstuetzungsgeld.biz
leistungsuebersicht.ui.impl,1,pflegeunterstuetzungsgeld.biz
leistungen-datenaustausch.biz.qs,4,pflegeunterstuetzungsgeld.biz
leistungsuebersicht.ui,1,pflegeunterstuetzungsgeld.biz
pflegeunterstuetzungsgeld.ui,832,pflegeunterstuetzungsgeld.biz
leistung-uebergreifend.biz,10,pflegeunterstuetzungsgeld.biz
pflegeunterstuetzungsgeld.biz.qs,233,pflegeunterstuetzungsgeld.biz
datenaustausch-eel-uebergreifend.biz,6,pflegeunterstuetzungsgeld.biz
einstufungsverlauf.biz,119,tk.sys.dynamictkenum
da-aerzte-kollektiv.biz,1,tk.sys.dynamictkenum
beitrag.biz.qs,7,tk.sys.dynamictkenum
asv-verzeichnis.ui,2,tk.sys.dynamictkenum
hochschul-meldungen.biz,12,tk.sys.dynamictkenum
apothekenabrechnung.biz,56,tk.sys.dynamictkenum
studienverlauf.ui,1,tk.sys.dynamictkenum
korrespondenz.ui.qs,3,tk.sys.dynamictkenum
insolvenzmanagement.biz,1,tk.sys.dynamictkenum
crm-components.ui,11,tk.sys.dynamictkenum
unfall.biz,12,tk.sys.dynamictkenum
neuaufnahmemanager.ui,4,tk.sys.dynamictkenum
abr-sonst-leistungserbringer.biz.impl,30,tk.sys.dynamictkenum
organisationsverwaltung.biz,121,tk.sys.dynamictkenum
arbeitgeberbeitrag.biz,15,tk.sys.dynamictkenum
arzneimittelverzeichnis.biz.qs,532,tk.sys.dynamictkenum
selvteilnahme.biz,4,tk.sys.dynamictkenum
kinderkrankengeld.biz,4,tk.sys.dynamictkenum
dokumentenaufnahme.biz,19,tk.sys.dynamictkenum
zahnersatz.proc,1,tk.sys.dynamictkenum
akquise.biz.impl,13,tk.sys.dynamictkenum
dokumentenaufnahme.biz.qs,4,tk.sys.dynamictkenum
da-aerzte-hybrid-drg.biz.impl,13,tk.sys.dynamictkenum
korrespondenz.biz,24,tk.sys.dynamictkenum
krankenhausaufenthalt.ui.qs,16,tk.sys.dynamictkenum
leistungen-basis.biz.qs,10,tk.sys.dynamictkenum
haeusliche-krankenpflege.biz,19,tk.sys.dynamictkenum
apothekenabrechnung.biz.qs,33,tk.sys.dynamictkenum
hilfsmittelverzeichnis.biz.qs,3,tk.sys.dynamictkenum
crmbasis.biz,107,tk.sys.dynamictkenum
hzv.biz,6,tk.sys.dynamictkenum
versichertenbestandsfuehrung.ui,5,tk.sys.dynamictkenum
kostenerstattung.biz.qs,1,tk.sys.dynamictkenum
krankenhausverzeichnis.ui,9,tk.sys.dynamictkenum
leistungen-basis.biz,74,tk.sys.dynamictkenum
crm.biz,86,tk.sys.dynamictkenum
sozv-meldungen.ui,6,tk.sys.dynamictkenum
meinetk.web.qs,6,tk.sys.dynamictkenum
krankenkassenverzeichnis.biz,15,tk.sys.dynamictkenum
korrespondenz.biz.qs,1,tk.sys.dynamictkenum
widerspruch.ui,3,tk.sys.dynamictkenum
meinetk.ui,6,tk.sys.dynamictkenum
korrespondenz-basis.biz.qs,1,tk.sys.dynamictkenum
arbeitgeberleistung.biz,13,tk.sys.dynamictkenum
unfall.ui,2,tk.sys.dynamictkenum
kostenerstattung.ui,2,tk.sys.dynamictkenum
arzneimittelverzeichnis.biz,33,tk.sys.dynamictkenum
fahrkosten.proc,1,tk.sys.dynamictkenum
organisationsverwaltung.ui,42,tk.sys.dynamictkenum
krankenhausverzeichnis.biz.qs,9,tk.sys.dynamictkenum
arbeitgeberbestandsfuehrung.ui,6,tk.sys.dynamictkenum
vorgang-type.biz,1,tk.sys.dynamictkenum
leistungsmanagement.ui,12,tk.sys.dynamictkenum
vorgang.ui.qs,1,tk.sys.dynamictkenum
vorgang.biz,53,tk.sys.dynamictkenum
adress-service.biz.qs,2,tk.sys.dynamictkenum
zusatzvertrag.biz,3,tk.sys.dynamictkenum
type.impl,8,tk.sys.dynamictkenum
fahrkosten.biz.impl,1,tk.sys.dynamictkenum
versorgungsangebot.biz,30,tk.sys.dynamictkenum
gesundheitsprojekte.ui,5,tk.sys.dynamictkenum
da-zahnaerzte.biz,18,tk.sys.dynamictkenum
krankenhausaufenthalt.ui,113,tk.sys.dynamictkenum
mbkarchiv.biz,2,tk.sys.dynamictkenum
gesundheitsprojekte.biz,20,tk.sys.dynamictkenum
praevention.ui,1,tk.sys.dynamictkenum
dynamictkenum-offline-values.qs,148,tk.sys.dynamictkenum
abr-sonst-leistungserbringer.ui.impl,4,tk.sys.dynamictkenum
dokumentenarchiv.ui,4,tk.sys.dynamictkenum
organisationsverwaltung.biz.qs,78,tk.sys.dynamictkenum
leistungsrueckforderung.ui,1,tk.sys.dynamictkenum
fahrkosten.ui.impl,2,tk.sys.dynamictkenum
interessent.biz,17,tk.sys.dynamictkenum
dhd.biz.impl,3,tk.sys.dynamictkenum
crm.ui,18,tk.sys.dynamictkenum
leistungsmanagement.biz,9,tk.sys.dynamictkenum
sozialhilfetraeger.ui,1,tk.sys.dynamictkenum
kieferorthopaedie.biz,2,tk.sys.dynamictkenum
prozessdatencontainer.ui,2,tk.sys.dynamictkenum
bonusprogramm.biz,13,tk.sys.dynamictkenum
krankenhausaufenthalt-basis.type,18,tk.sys.dynamictkenum
haeusliche-krankenpflege.ui,9,tk.sys.dynamictkenum
versorgungsbezug-meldungen.biz,5,tk.sys.dynamictkenum
haushaltshilfe.ui,10,tk.sys.dynamictkenum
widerspruch.biz.qs,3,tk.sys.dynamictkenum
pflegeunterstuetzungsgeld.biz,2,tk.sys.dynamictkenum
ki-pilot.biz,3,tk.sys.dynamictkenum
krankenhausverzeichnis.biz,45,tk.sys.dynamictkenum
hilfsmittelverzeichnis.biz,67,tk.sys.dynamictkenum
heilmittelverzeichnis.biz,58,tk.sys.dynamictkenum
haertefall.biz,19,tk.sys.dynamictkenum
kim-log.biz.impl,4,tk.sys.dynamictkenum
tk.sys.util.qs,16,tk.sys.dynamictkenum
fv-meldungen.biz,1,tk.sys.dynamictkenum
gesundheitskarte.biz,1,tk.sys.dynamictkenum
versorgungsangebot.biz.qs,7,tk.sys.dynamictkenum
krankenhausaufenthalt.biz.qs,236,tk.sys.dynamictkenum
rvtraeger.biz,14,tk.sys.dynamictkenum
arbeitsunfaehigkeit.biz,11,tk.sys.dynamictkenum
diseasemanagement.biz,21,tk.sys.dynamictkenum
asv-verzeichnis.biz,1,tk.sys.dynamictkenum
krankenhausaufenthalt.biz.impl,4,tk.sys.dynamictkenum
bankverzeichnis.biz,10,tk.sys.dynamictkenum
haushaltshilfe.biz.qs,5,tk.sys.dynamictkenum
leistungsrueckforderung.biz,1,tk.sys.dynamictkenum
tkkonto.ui,36,tk.sys.dynamictkenum
da-aerzte-hzv.biz,19,tk.sys.dynamictkenum
korrespondenz.ui,16,tk.sys.dynamictkenum
konfigurierbare-leistung.biz,1,tk.sys.dynamictkenum
beitrag.biz,85,tk.sys.dynamictkenum
sozialversicherungsabkommen.biz,2,tk.sys.dynamictkenum
datenaustausch-eel.biz.impl,1,tk.sys.dynamictkenum
tkkonto.biz,5,tk.sys.dynamictkenum
arbeitgeberbestandsfuehrung.biz.api,2,tk.sys.dynamictkenum
leistung-uebergreifend.biz.qs,1,tk.sys.dynamictkenum
diseasemanagement.biz.qs,5,tk.sys.dynamictkenum
betriebsnummernverzeichnis.biz,10,tk.sys.dynamictkenum
dividende.biz,4,tk.sys.dynamictkenum
crm-type.biz,16,tk.sys.dynamictkenum
asv-basis.biz,8,tk.sys.dynamictkenum
zentralregistratur.biz,2,tk.sys.dynamictkenum
