bundleName,bundleClassification,bundleOrdinal,bundleDepartment,bundleProduct
gutachterverzeichnis.ui,DEV-APP/UI/APPLICATION,1239,IT.TA.WAVE,Gutachter-Verzeichnis
dokumentenklasse-vorgang.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,645,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
generische-kostenerstattung.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,873,IT.PM.PJ,Generische Kostenerstattung
stoppuhr.ui.qs,QS-APP/UI,1790,IT.AF.PEP,Geschaeftsprozess
jackson-annotations,EXTERNAL/JACKSON,191,Unbekannt,Unbekannt
tk.sys.eai.adapter.kim,DEV-FRAMEWORK/EAI,407,IT.AF.FRW,Framework EAI
unicode.util,DEV-TYPE,560,IT.AF.ARC,Anwendungs Infrastruktur
releasetest.ui,DEV-APP/UI/RELEASETEST,1382,IT.AF.FRW,Releasetest
suchfeldaufbereitung-basis.util,DEV-TYPE,561,IT.AF.ARC,Anwendungs Infrastruktur
kvnr-meldungen.ui.impl,DEV-APP/UI/APPLICATION,1295,IT.TA.KMEL,KVNr-Meldungen
versorgungsangebot.ui.qs,QS-APP/UI,1814,IT.TA.WAVE,Versorgungsangebot
datenaustausch-eel.biz.qs.api,QS-APP/BIZ,1517,IT.TA.GL,DA Entgeltersatzleistungen
leistungsaushilfe-ausland.ui,DEV-APP/UI/APPLICATION,1229,IT.TA.ZED,Leistungsaushilfe Ausland
da-aerzte-hzv.ui,DEV-APP/UI/APPLICATION,1337,IT.TA.LEVE,DA Hausarztzentrierte Versorgung
vertrieb.ui.qs,QS-APP/UI,1792,IT.TA.BCRM,Vertriebsmanagement
einstufungsverlauf-basis.biz,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,721,IT.TA.KEGK,Einstufungsverlauf
tk.sys.eai.adapter.host,DEV-FRAMEWORK/EAI,411,IT.AF.FRW,Framework EAI
da-md-au.ui.qs,QS-APP/UI,1821,IT.TA.GL,Datenaustausch MD AU
tk.sys.eai.adapter.mail,DEV-FRAMEWORK/EAI,405,IT.AF.FRW,Framework EAI
rechnungswesen.biz.api,DEV-APP/BIZ/PROZESSDATEN/FINANZEN,746,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
com.sun.xml.messaging.saaj.impl,EXTERNAL,102,Unbekannt,Unbekannt
meinetk.ext.inbound,DEV-APP/EXTERN/INBOUND,1092,IT.ON.ONB1,MeineTK
arbeitsunfaehigkeit.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,934,IT.TA.GL,Arbeitsunfaehigkeit
krebsregister.ui.qs,QS-APP/UI,1861,IT.TA.LEVE,Krebsregister
junit-platform-commons,EXTERNAL/JUNIT-JUPITER,271,Unbekannt,Unbekannt
insolvenzmanagement.biz.api,DEV-APP/BIZ/PROZESSDATEN/BEITRAG,838,IT.TA.BCRM,Insolvenzmanagement
uvtraeger.ui.api,DEV-APP/UI/APPLICATION,1220,IT.TA.LEBQ,Unfall
testdaten-pflegeversicherung.ui.impl,DEV-APP/UI/TESTDATEN,1386,IT.TA.PV,Pflegeversicherung
fusionsarchiv-crm.biz,DEV-APP/BIZ/PROZESSDATEN/FUSIONSARCHIV,753,IT.TA.BCRM,CRM
tk.sys.gui.ctiframework.test,QS-INTEGRATIONTEST/GUI,1967,IT.AF.FRW,Integrationstests
SparseBitSet,EXTERNAL,208,Unbekannt,Unbekannt
guava,EXTERNAL,225,Unbekannt,Unbekannt
rvtraeger.biz,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,697,IT.TA.KMEL,Rente
krankenhausaufenthalt.biz.qs,QS-APP/BIZ,1547,IT.TA.LEVE,Krankenhausaufenthalt
unicode.util.qs,QS-TYPE,1407,IT.AF.ARC,Anwendungs Infrastruktur
organisationsverwaltung-uebergreifend.biz,DEV-APP/BIZ/UEBERGREIFEND,1013,IT.AF.PIM,Organisations-Verwaltung
meldungen-basis.ui.qs.api,QS-APP/UI,1762,IT.TA.KMEL,Meldungen-Basis
util-base,EXTERNAL,300,IT.AF.FRW,Framework Server
prozess.ui.qs,QS-APP/UI,1787,IT.AF.PEP,Geschaeftsprozess
tk.batch.zos.adapter,DEV-FRAMEWORK/BATCH,343,IT.AF.FRW,Framework EAI
au-steuerung.ext.outbound,DEV-APP/EXT-OUTBOUND,578,IT.TA.GL,Arbeitsunfaehigkeit-Steuerung
rechnungswesen.biz.qs,QS-APP/BIZ,1572,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
gerichtsverzeichnis.ui.impl,DEV-APP/UI/APPLICATION,1233,IT.TA.WAVE,Gerichtsverzeichnis
TkClassLoaderDelegateRegistry,EXTERNAL,1,Unbekannt,Unbekannt
versorgungsangebot.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1427,IT.TA.WAVE,Versorgungsangebot
tk.sys.value.qs,QS-FRAMEWORK/QS,514,IT.AF.FRW,Framework Server
fv-meldungen.biz,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,783,IT.TA.KMEL,FV-Meldungen
ems.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1442,IT.ON.ONG,E-Mail Marketing System
hochschul-meldungen.ui,DEV-APP/UI/APPLICATION,1191,IT.TA.KMEL,Hochschul-Meldungen
kim-log.biz.impl,DEV-APP/BIZ/BASIS/INTERAKTION,675,IT.AF.PIM,Kommunikation im Medizinwesen Log
testdaten-pzr.ui.impl,DEV-APP/UI/TESTDATEN,1390,IT.TA.ZED,Professionelle Zahnreinigung
tk.sys.services.mail,DEV-FRAMEWORK/SERVER-BASE,348,IT.AF.FRW,Framework Server
einstufungsverlauf-basis.biz.qs,QS-APP/BIZ,1475,IT.TA.KEGK,Einstufungsverlauf
kur.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,910,IT.TA.LEVE,Kur
ki-services.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1438,IT.AF.KI,KI-Basis
kostenerstattungswahl.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,848,IT.TA.LEBQ,Wahl der Kostenerstattung
datenaustausch-eel.ui.qs,QS-APP/UI,1902,IT.TA.GL,DA Entgeltersatzleistungen
proko-schriftgut-beispiel.proc.qs,QS-APP/BIZ-TOP,1729,IT.PM.PJ,Prozesskomponente-Schriftgut-Beispiel
duebak-meldungen.biz.qs.api,QS-APP/BIZ,1511,IT.TA.KMEL,Datenuebermittlung BA - DÜBAK
fusionsarchiv-krankenhaus.ui,DEV-APP/UI/APPLICATION,1256,IT.TA.LEVE,Fusionsarchiv-Krankenhaus
leistungsmanagement.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,954,IT.TA.LEVE,LM-Fallfuehrung
org.apache.commons.commons-compress,EXTERNAL,209,Unbekannt,Unbekannt
arbeitgeberbestandsfuehrung-einstieg.ui,DEV-APP/UI/COMPONENT,1150,IT.TA.KEGK,Arbeitgeberbestandsfuehrung
dokumentenaufnahme.ui.impl,DEV-APP/UI/COMPONENT,1121,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
gesundheitsdividende.biz.api,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,844,IT.TA.BCRM,Gesundheitsdividende
de.kwsoft.mtext.client.impl,EXTERNAL,203,Unbekannt,Unbekannt
praevention.biz.qs,QS-APP/BIZ,1525,IT.TA.LEBQ,Praevention
haertefall.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,946,IT.TA.LEBQ,Haertefall - Belastungsgrenze
gesundheitsdividende.ui,DEV-APP/UI/APPLICATION,1193,IT.TA.BCRM,Gesundheitsdividende
da-basis.ui,DEV-APP/UI/APPLICATION,1364,IT.TA.LEVE,Datenaustausch-Basis
datenaustausch-finanzverwaltung.ui,DEV-APP/UI/APPLICATION,1204,IT.TA.BCRM,Steuerdaten
de.tk.db2.sqlparser,EXTERNAL,32,Unbekannt,Unbekannt
proko-schriftgut-beispiel.ui.impl,DEV-APP/UI/APPLICATION,1376,IT.PM.PJ,Prozesskomponente-Schriftgut-Beispiel
bearbeitungsinformation.biz,DEV-APP/BIZ/BASIS/STRUKTUR,627,IT.AF.ARC,Anwendungs Infrastruktur
tk.sys.gui.application.qs,QS-FRAMEWORK/QS,541,IT.AF.FRW,Framework GUI
seminarverwaltung.ui.qs,QS-APP/UI,1849,IT.TA.BCRM,Seminarverwaltung
org.eclipse.swt,EXTERNAL,31,Unbekannt,Unbekannt
arbeitgeberleistung.biz.qs,QS-APP/BIZ,1565,IT.TA.LEBQ,Erstattung von AG-Aufwendungen
sonstigerleistungserbringer.biz.qs,QS-APP/BIZ,1553,IT.TA.LEBQ,Heilmittelverzeichnis
krankenhausverzeichnis.biz,DEV-APP/BIZ/STAMMDATEN/VERZEICHNIS,705,IT.TA.LEVE,Verzeichnis Krankenhaeuser
dhd.ext.outbound,DEV-APP/EXT-OUTBOUND,575,IT.TA.BCRM,Digital Service Solutions (DSS)
datenaustausch-eel.ext.outbound.qs,QS-APP/EXT-OUTBOUND,1434,IT.TA.GL,DA Entgeltersatzleistungen
suchfeldaufbereitung.util,DEV-TYPE,571,IT.AF.ARC,Anwendungs Infrastruktur
ki-pilot.biz,DEV-APP/BIZ/UEBERGREIFEND/ANALYSE,1010,IT.AF.KI,KI-Basis
sozialversicherungsabkommen.biz.qs,QS-APP/BIZ,1527,IT.TA.ZED,Leistungsaushilfe Ausland
tk.sys.testbos.qs,QS-FRAMEWORK/QS,490,IT.AF.FRW,Framework Server
tk.db.fieldmapper,DEV-FRAMEWORK/DB,334,IT.AF.FRW,Framework Persistenz
tk.sys.gui.layout,DEV-FRAMEWORK/GUI-BASE,419,IT.AF.FRW,Framework GUI
vorgang-prozess.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,642,IT.AF.PIM,Vorgangssystem
hzv.ui,DEV-APP/UI/APPLICATION,1336,IT.TA.LEVE,Hausarztzentrierte Versorgung (HzV)
junit-jupiter-api,EXTERNAL/JUNIT-JUPITER,267,Unbekannt,Unbekannt
fusionsarchiv-stammdaten.biz.qs,QS-APP/BIZ,1548,IT.TA.KEGK,Fusionsarchiv
kunde-vor-ort.web,DEV-APP/WEB/TK.DE,1074,IT.TA.BCRM,CRM-Empfangssteuerung
com.tngtech.archunit,EXTERNAL/TEST_ONLY,284,Unbekannt,Unbekannt
versorgungsabrechnung.ui.qs,QS-APP/UI,1779,IT.TA.LEVE,Ambulante Versorgungsabrechnungen
mitteilungsmanagement.biz.qs,QS-APP/BIZ,1696,IT.TA.GL,Mitteilungsmanagement
tk.sys.gui.mainframe,DEV-FRAMEWORK/GUI-APPLICATION,442,IT.AF.FRW,Framework GUI
da-zahnaerzte.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,950,IT.TA.LEVE,DA Zahnaerzte / Behandlungsfallnachweis
jakarta.xml.ws-api,EXTERNAL,108,Unbekannt,Unbekannt
implantattraeger.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,886,IT.TA.LEVE,Implantattraeger
sap-eam-stammdaten.biz,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,700,IT.TA.BCRM,"TKeasy-Rechnungswesen (Vorbeleg, GP-Konto, Forderungsrealisierung)"
prozess.biz.impl,DEV-APP/BIZ/BASIS/INTERAKTION,657,IT.AF.PEP,Geschaeftsprozess
versorgungsbezug-meldungen.biz,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,785,IT.TA.KMEL,Versorgungsbezug-Meldungen
kur.biz.qs,QS-APP/BIZ,1529,IT.TA.LEVE,Kur
krankenhausaufenthalt-basis.type,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,797,IT.TA.LEVE,Krankenhausaufenthalt
jna,EXTERNAL,215,Unbekannt,Unbekannt
tk.tool.codegenerator,DEV-FRAMEWORK/TOOL,458,IT.AF.FRW,Framework Persistenz
haertefall-basis.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,823,IT.TA.LEBQ,Haertefall - Belastungsgrenze
waffle-jna,EXTERNAL,214,Unbekannt,Unbekannt
systemanforderungen.biz,DEV-APP/BIZ/UEBERGREIFEND/ANALYSE,1004,IT.TA.BCRM,Listanforderungen (SAF)
uvtraeger.ui.impl,DEV-APP/UI/APPLICATION,1221,IT.TA.LEBQ,Unfall
com.twelvemonkeys.imageio.imageio-metadata,EXTERNAL,77,Unbekannt,Unbekannt
entsendung-dokumente.biz.impl,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,789,IT.TA.KMEL,Entsendung
dividende.ui.qs,QS-APP/UI,1844,IT.TA.BCRM,Dividendenverlauf
da-md-au.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,936,IT.TA.GL,Datenaustausch MD AU
prozessdatencontainer.ui,DEV-APP/UI/APPLICATION,1201,IT.AF.PIM,Vorgangssystem
kieferorthopaedie.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,880,IT.TA.ZED,Kieferorthopaedie
unfall-basis.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-BASIS,820,IT.TA.LEBQ,Unfall
regiplan.ui,DEV-APP/UI/APPLICATION,1287,IT.TA.WAVE,Registratur
sozialhilfetraeger.ui,DEV-APP/UI/APPLICATION,1225,IT.TA.WAVE,Sozialhilfetraeger
tk.sys.util.jserverevent.qs,QS-FRAMEWORK/QS,503,IT.AF.FRW,Framework Server
sozialausgleich-meldungen.biz.api,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,786,IT.TA.KMEL,BBG-Meldungen
versorgungsabrechnung.ui.impl,DEV-APP/UI/APPLICATION,1331,IT.TA.LEVE,Ambulante Versorgungsabrechnungen
datenaustausch-eel.biz.api,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG,909,IT.TA.GL,DA Entgeltersatzleistungen
crm.ui,DEV-APP/UI/APPLICATION,1305,IT.TA.BCRM,CRM
erv.ext.outbound,DEV-APP/EXT-OUTBOUND,589,IT.AF.PIM,Elektronischer Rechtsverkehr
selvabrechnung.ui.qs,QS-APP/UI,1854,IT.TA.LEVE,DA Integrierte Versorgung
tk-patientenquittung.ui,DEV-APP/UI/APPLICATION,1257,IT.TA.WAVE,TK-Patientenquittung
api-management-beispiel.ext.inbound.qs,QS-APP/EXTERN,1948,IT.AF.PEP,API-Management-Beispiel
datenaustausch-eel.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1044,IT.TA.GL,DA Entgeltersatzleistungen
datenschutzcockpit.biz.api,DEV-APP/BIZ/STAMMDATEN/PRIVATKUNDE,735,IT.TA.KMEL,Datenschutzcockpit
tk.sys.gui.communication,DEV-FRAMEWORK/GUI-BASE,417,IT.AF.FRW,Framework GUI
gkkmitgliederarchiv.biz.qs,QS-APP/BIZ,1453,IT.TA.KEGK,Fusionsarchiv
zuzahlung-basis.biz.qs,QS-APP/BIZ,1581,IT.TA.WAVE,Einzug von Zuzahlungen
sys-type,EXTERNAL,301,IT.AF.FRW,Framework Server
ext-eprocurement.ext.forward.qs,QS-APP/EXTERN,1937,IT.AF.FRW,E-Procurement
eessi-institution.biz,DEV-APP/BIZ/STAMMDATEN/INSTITUTIONEN,701,IT.TA.ZED,Elektronischer Austausch von Sozialversicherungsdaten (EESSI)
fahrkosten.ui.impl,DEV-APP/UI/APPLICATION,1327,IT.TA.LEBQ,Fahrkosten
icd.biz.qs,QS-APP/BIZ,1461,IT.TA.LEBQ,Leistungen-Basis
jackson-datatype-jsr310,EXTERNAL/JACKSON,192,Unbekannt,Unbekannt
leistungsrueckforderung.ui,DEV-APP/UI/APPLICATION,1309,IT.TA.WAVE,Pruefung der Leistungspflicht - PLP
organisationsverwaltung.biz.qs,QS-APP/BIZ,1464,IT.AF.PIM,Organisations-Verwaltung
org.apache.servicemix.bundles.aopalliance,EXTERNAL,221,Unbekannt,Unbekannt
gutachterverzeichnis.ui.qs,QS-APP/UI,1825,IT.TA.WAVE,Gutachter-Verzeichnis
paranamer,EXTERNAL/TEST_ONLY/JGIVEN,293,Unbekannt,Unbekannt
pflegeperson.ui.qs,QS-APP/UI,1842,IT.TA.PV,Pflegeperson
testdatenmanagement.ui.qs,QS-APP/UI,1851,IT.BA.DOC,Testdatenmanagement
tool-qs-xmlbeans,EXTERNAL,177,Unbekannt,Unbekannt
abr-sonst-leistungserbringer.ui.impl,DEV-APP/UI/APPLICATION,1249,IT.TA.LEVE,Abrechnungsmanagement Sonstige Leistungserbringer
tk.sys.eai.adapter.base,DEV-FRAMEWORK/EAI,396,IT.AF.FRW,Framework EAI
crm-type.biz.qs,QS-APP/BIZ,1451,IT.TA.BCRM,CRM
commons-lang3,EXTERNAL,224,Unbekannt,Unbekannt
kassenwechsel-leistungsdaten.ui.qs,QS-APP/UI,1878,IT.TA.LEVE,Kassenwechsel-Leistungsdaten
praevention.ui,DEV-APP/UI/APPLICATION,1245,IT.TA.LEBQ,Praevention
versichertenbestandsfuehrung.ui.impl,DEV-APP/UI/APPLICATION,1292,IT.TA.KEGK,Versichertenbestandsfuehrung
mutterschaftsgeld.ui,DEV-APP/UI/APPLICATION,1273,IT.TA.GL,Mutterschaftsgeld (MUG)
gesundheitsprojekte.biz,DEV-APP/BIZ/PROZESSDATEN/CRM,794,IT.TA.LEBQ,Gesundheitsprojekte
ems.ext.outbound,DEV-APP/EXT-OUTBOUND,602,IT.ON.ONG,E-Mail Marketing System
zuzahlung.ui.qs,QS-APP/UI,1761,IT.TA.WAVE,Einzug von Zuzahlungen
tk.gui.api,DEV-FRAMEWORK/API/GUI-API,313,IT.AF.FRW,Framework GUI
unfall.biz.qs.api,QS-APP/BIZ,1550,IT.TA.LEBQ,Unfall
vps.ui,DEV-APP/UI/APPLICATION,1363,IT.TA.LEVE,Vorpruefsoftware
org.apache.felix.metatype,EXTERNAL,132,Unbekannt,Unbekannt
cpsuite,EXTERNAL,212,Unbekannt,Unbekannt
tracking-prozesse.biz.qs,QS-APP/BIZ,1686,IT.TA.BCRM,Vorgangstracking
rsa-clearing.ui.qs,QS-APP/UI,1889,IT.TA.KEGK,RSA-Clearing
tk.db.tuple,DEV-FRAMEWORK/DB,336,IT.AF.FRW,Framework Persistenz
krankenhausaufenthalt.ui,DEV-APP/UI/APPLICATION,1333,IT.TA.LEVE,Krankenhausaufenthalt
implantattraeger.biz.qs,QS-APP/BIZ,1546,IT.TA.LEVE,Implantattraeger
fusionsarchiv-allgemein.ui.qs,QS-APP/UI,1815,IT.TA.KEGK,Fusionsarchiv
prozess.biz,DEV-APP/BIZ/BASIS/INTERAKTION,656,IT.AF.PEP,Geschaeftsprozess
testdaten-krankenhausaufenthalt.ui.impl,DEV-APP/UI/TESTDATEN,1392,IT.TA.LEVE,Krankenhausaufenthalt
tk.db.sql,DEV-FRAMEWORK/DB,332,IT.AF.FRW,Framework Persistenz
tk.sys.eai.adapter.file.qs,QS-FRAMEWORK/BASE,483,IT.AF.FRW,Framework EAI
mscom,EXTERNAL,123,Unbekannt,Unbekannt
curvesapi,EXTERNAL,211,Unbekannt,Unbekannt
prozessereignismanager.ui.impl,DEV-APP/UI/COMPONENT,1126,IT.AF.PEP,Geschaeftsprozess
tk.sys.process,DEV-FRAMEWORK/PROCESS,414,IT.AF.PEP,Framework Process
erv.biz.api,DEV-APP/BIZ/BASIS/INTERAKTION,669,IT.AF.PIM,Elektronischer Rechtsverkehr
prozessereignismanager.ui.api,DEV-APP/UI/COMPONENT,1124,IT.AF.PEP,Geschaeftsprozess
gesundheitsprojekte.ui,DEV-APP/UI/APPLICATION,1243,IT.TA.LEBQ,Gesundheitsprojekte
pflegeperson.proc.qs,QS-APP/BIZ-TOP,1745,IT.TA.PV,Pflegeperson
tk.sys.gui.gbo.qs,QS-FRAMEWORK/QS,538,IT.AF.FRW,Framework GUI
jakarta.annotation-api,EXTERNAL,104,Unbekannt,Unbekannt
chroniker.ui,DEV-APP/UI/APPLICATION,1343,IT.TA.LEBQ,Chronikerdaten
ManifestBuilder,DEV-FRAMEWORK/BOOTSTRAP,303,IT.AF.FRW,Framework Server
vollstreckung.ui,DEV-APP/UI/APPLICATION,1205,IT.TA.BCRM,Vollstreckung
sonstiger-geschaeftspartner.biz.qs,QS-APP/BIZ,1497,IT.TA.KEGK,Geschaeftspartner
versorgungsangebot.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,854,IT.TA.WAVE,Versorgungsangebot
vollmacht.ui.api,DEV-APP/UI/COMPONENT,1128,IT.TA.KEGK,Geschaeftspartner
com.oracle.database.jdbc.ojdbc17,EXTERNAL,53,Unbekannt,Unbekannt
kim-log.biz.qs.api,QS-APP/BIZ,1513,IT.AF.PIM,Kommunikation im Medizinwesen Log
vertrieb-components.ui,DEV-APP/UI/COMPONENT,1149,IT.TA.BCRM,Vertriebsmanagement
meldungen-basis.ui.api,DEV-APP/UI/APPLICATION,1218,IT.TA.KMEL,Meldungen-Basis
jta,EXTERNAL,-1,Unbekannt,Unbekannt
leistungen-datenaustausch.biz.qs,QS-APP/BIZ,1650,IT.TA.LEBQ,Leistungen-Basis
pzr.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1042,IT.TA.ZED,Professionelle Zahnreinigung
jakarta.jws-api,EXTERNAL,105,Unbekannt,Unbekannt
vollstreckung.biz,DEV-APP/BIZ/PROZESSDATEN/FINANZEN,745,IT.TA.BCRM,Vollstreckung
type.impl,DEV-TYPE,563,IT.AF.DD,Übergreifende fachliche Typen (biz-type)
versichertenbestandsfuehrung.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1040,IT.TA.KEGK,Versichertenbestandsfuehrung
jpedal,EXTERNAL,94,Unbekannt,Unbekannt
versicherter.type.impl,DEV-TYPE,565,IT.TA.KEGK,Versichertenbestandsfuehrung
xmlbeans,EXTERNAL,210,Unbekannt,Unbekannt
leistungsuebersicht.biz.impl,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,988,IT.TA.LEBQ,Leistungsuebersicht
org.junit,EXTERNAL,163,Unbekannt,Unbekannt
pzr.biz.qs,QS-APP/BIZ,1537,IT.TA.ZED,Professionelle Zahnreinigung
vertrieb.ui.api,DEV-APP/UI/COMPONENT,1148,IT.TA.BCRM,Vertriebsmanagement
versorgungsbezug-meldungen.ui,DEV-APP/UI/APPLICATION,1253,IT.TA.KMEL,Versorgungsbezug-Meldungen
fahrkosten.ui.qs,QS-APP/UI,1910,IT.TA.LEBQ,Fahrkosten
bcel,EXTERNAL,42,Unbekannt,Unbekannt
zusatzvertrag.biz,DEV-APP/BIZ/PROZESSDATEN/VERTRAG,862,IT.TA.WAVE,Wahltarife
hilfsmittelversorgung.ui.qs,QS-APP/UI,1845,IT.TA.LEBQ,Hilfsmittel
org.eclipse.core.jobs,EXTERNAL,140,Unbekannt,Unbekannt
arbeitgeberleistung-antrag-suche.ui,DEV-APP/UI/COMPONENT,1177,IT.TA.LEBQ,Erstattung von AG-Aufwendungen
adress-service.biz.qs,QS-APP/BIZ,1662,IT.TA.KEGK,Adress-Service
diseasemanagement.ui.qs,QS-APP/UI,1771,IT.TA.WAVE,Diseasemanagement-Programme
com.twelvemonkeys.common.common-image,EXTERNAL,70,Unbekannt,Unbekannt
prozess.ui,DEV-APP/UI/COMPONENT,1125,IT.AF.PEP,Geschaeftsprozess
jhlabsfilters,EXTERNAL,91,Unbekannt,Unbekannt
jgiven-core,EXTERNAL/TEST_ONLY/JGIVEN,288,Unbekannt,Unbekannt
dokumentenarchiv.ui.api,DEV-APP/UI/COMPONENT,1116,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
vorgang.biz,DEV-APP/BIZ/BASIS/INTERAKTION,651,IT.AF.PIM,Vorgangssystem
vollmacht-uebergreifend.biz.impl,DEV-APP/BIZ/UEBERGREIFEND,1012,IT.TA.KEGK,Geschaeftspartner
leistungsmanagement.ui,DEV-APP/UI/APPLICATION,1317,IT.TA.LEVE,LM-Fallfuehrung
kunde-vor-ort.web.qs,QS-APP/WEB,1925,IT.TA.BCRM,CRM-Empfangssteuerung
datenaustausch-eel.ui,DEV-APP/UI/APPLICATION,1272,IT.TA.GL,DA Entgeltersatzleistungen
da-uv-traeger.biz,DEV-APP/BIZ/PROZESSDATEN/LEISTUNG-UEBERGREIFEND,985,IT.TA.LEBQ,Durchgangsarztberichte
fusionsarchiv-beitrag.ui,DEV-APP/UI/APPLICATION,1275,IT.TA.BCRM,Arbeitgeberbeitrag
versorgungsbezug-meldungen.biz.api,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,784,IT.TA.KMEL,Versorgungsbezug-Meldungen
korrespondenz.proc.qs,QS-APP/BIZ-TOP,1752,IT.BA.DOC,Kiss24-TKeasy
kv-verzeichnis.biz.qs,QS-APP/BIZ,1616,IT.TA.WAVE,Behandler-Verzeichnis
unfall.ui.api,DEV-APP/UI/APPLICATION,1222,IT.TA.LEBQ,Unfall
tk.util,DEV-FRAMEWORK/CORE,315,IT.AF.FRW,Framework Server
krankenhausverzeichnis.biz.qs,QS-APP/BIZ,1569,IT.TA.LEVE,Verzeichnis Krankenhaeuser
organisationsverwaltung.ui,DEV-APP/UI/APPLICATION,1280,IT.AF.PIM,Organisations-Verwaltung
fahrkosten.proc,DEV-APP/BIZ/GESCHAEFTSPROZESS,1043,IT.TA.LEBQ,Fahrkosten
kur.ui.qs,QS-APP/UI,1797,IT.TA.LEVE,Kur
prozessdatencontainer.biz,DEV-APP/BIZ/BASIS/INTERAKTION,652,IT.AF.PIM,Vorgangssystem
dokumentenaufnahme-uebergreifend.biz.qs,QS-APP/BIZ,1690,IT.AF.PIM,Dokumentenarchiv und Dokumentenaufnahme
tk.sys.eventing.qs,QS-INTEGRATIONTEST/PROCESS,1963,IT.AF.FRW,Integrationstests
sozv-meldungen.ui.qs,QS-APP/UI,1879,IT.TA.KMEL,SozV-Meldungen
leistungsmanagement.ui.qs,QS-APP/UI,1824,IT.TA.LEVE,LM-Fallfuehrung
jakarta.xml.bind-api,EXTERNAL,106,Unbekannt,Unbekannt
TkRemoteJUnitTestRunner,DEV-FRAMEWORK/STARTUP,478,IT.AF.FRW,Framework Server
bcutil-jdk18on,EXTERNAL,48,Unbekannt,Unbekannt
fop,EXTERNAL/JAXFRONT,263,Unbekannt,Unbekannt
tk.sys.tkx.qs,QS-FRAMEWORK/QS,552,IT.AF.FRW,Framework GUI
h2,EXTERNAL,188,Unbekannt,Unbekannt
meldungen-basis.biz,DEV-APP/BIZ/PROZESSDATEN/MELDEVERFAHREN,766,IT.TA.KMEL,Meldungen-Basis
korrespondenzpartner.biz.qs,QS-APP/BIZ,1501,IT.TA.KEGK,Geschaeftspartner
beitragserstattung-aus-rente.biz.qs,QS-APP/BIZ,1678,IT.TA.BCRM,Beitragserstattung aus Rente
tk.sys.gui.editpattern.qs,QS-FRAMEWORK/QS,543,IT.AF.FRW,Framework GUI
org.apache.mina.mina-core,EXTERNAL,138,Unbekannt,Unbekannt
geschaeftspartner-vertreterauskunft.ui,DEV-APP/UI/COMPONENT,1155,IT.TA.KEGK,Geschaeftspartner
tk.sys.transaction,DEV-FRAMEWORK/DB,339,IT.AF.FRW,Framework Persistenz
mandatsakte.biz.qs,QS-APP/BIZ-TOP,1748,IT.TA.KEGK,Geschaeftspartner
tim.ext.outbound,DEV-APP/EXT-OUTBOUND,577,IT.AF.PIM,TI-Messenger-Adapter
kostenerstattungswahl.ui,DEV-APP/UI/APPLICATION,1258,IT.TA.LEBQ,Wahl der Kostenerstattung
tk-vorsorge-planer.biz.qs,QS-APP/BIZ,1670,IT.TA.LEVE,TK-Vorsorgeplaner
